n,F
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0.0104166666666667
97,0.0103092783505155
98,0.0102040816326531
99,0.0101010101010101
100,0.01
101,0.0099009900990099
102,0.00980392156862745
103,0.00970873786407767
104,0.00961538461538462
105,0.00952380952380952
106,0.00943396226415094
107,0.00934579439252336
108,0.00925925925925926
109,0.00917431192660551
110,0.00909090909090909
111,0.00900900900900901
112,0.00892857142857143
113,0.00884955752212389
114,0.0087719298245614
115,0.00869565217391304
116,0.00862068965517241
117,0.00854700854700855
118,0.00847457627118644
119,0.00840336134453781
120,0.00833333333333333
121,0.00826446280991736
122,0.00819672131147541
123,0.00813008130081301
124,0.00806451612903226
125,0.008
126,0.00793650793650794
127,0.0078740157480315
128,0.0078125
129,0.00775193798449612
130,0.00769230769230769
131,0.00763358778625954
132,0.00757575757575758
133,0.0150375939849624
134,0.0149253731343284
135,0.0148148148148148
136,0.0220588235294118
137,0.0218978102189781
138,0.0217391304347826
139,0.0215827338129496
140,0.0214285714285714
141,0.0212765957446809
142,0.0211267605633803
143,0.020979020979021
144,0.0208333333333333
145,0.0206896551724138
146,0.0205479452054795
147,0.0204081632653061
148,0.0202702702702703
149,0.0201342281879195
150,0.02
151,0.0198675496688742
152,0.0197368421052632
153,0.0196078431372549
154,0.0194805194805195
155,0.0193548387096774
156,0.0192307692307692
157,0.0191082802547771
158,0.0189873417721519
159,0.0188679245283019
160,0.01875
161,0.0186335403726708
162,0.0246913580246914
163,0.0245398773006135
164,0.024390243902439
